Title_Mr,Sex,Age,Title_Mrs,Fare,Pclass_3,Cabin_T,SmallFamily,Title_Miss,Pclass_1,FamilySize,LargeFamily,Ticket_1,SibSp,Singleton,Ticket_3,Pclass_2,Title_Master,Title_Officer,Parch,Embarked_C,Ticket_2,Cabin_E,Embarked_S,Cabin_D,Embarked_Q,Cabin_C,Ticket_S,Cabin_B,Ticket_P,Ticket_A,Ticket_C,Cabin_A,Cabin_F,Title_Royalty,Ticket_7,Ticket_F,Ticket_6,Ticket_4,PassengerId,Survived
1,1,0.325,0,0.028212719478023115,1,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
1,1,0.4,0,0.11027245763075773,1,1,0,0,0,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1
1,1,0.3125,0,0.014931805565640218,1,0,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76,0
1,1,0.325,0,0.015411575213749284,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
1,1,0.325,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
0,1,0.010374999999999999,0,0.056604230248832196,0,1,1,0,0,0.2727272727272727,0,0,0.0,0,0,1,1,0,0.2222222222222222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0,0,0.375,0,0.024349578357040744,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1
1,1,0.275,0,0.017566830077223785,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
1,1,0.3625,0,0.018542765081513996,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1
0,0,0.225,0,0.015200187691820024,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1
1,1,0.35,0,0.09193307740413781,0,1,0,0,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0
0,0,0.2125,0,0.020494635090094415,0,1,0,1,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,1
0,0,0.4125,1,0.030937139635999665,1,1,1,0,0,0.36363636363636365,0,0,0.375,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1
1,1,0.2,0,0.06709553154495196,1,1,0,0,0,0.45454545454545453,1,0,0.125,0,0,0,0,0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0
1,1,0.325,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,0
0,0,0.2875,0,0.5133418122566505,0,0,0,1,1,0.5454545454545454,1,1,0.375,0,0,0,0,0,0.2222222222222222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,1
1,1,0.3,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
1,1,0.3625,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
1,1,0.25,0,0.015330377421392339,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0
1,1,0.575,0,0.11940564777490723,0,0,1,0,1,0.18181818181818182,0,0,0.125,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0
1,1,0.325,0,0.04015972542654215,1,1,1,0,0,0.36363636363636365,0,0,0.125,0,0,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,94,0
1,1,0.7375,0,0.014151057562208049,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0
1,1,0.325,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
1,1,0.8875,0,0.06764049365134761,0,0,0,0,1,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,97,0
1,1,0.2875,0,0.12366716556464086,0,0,1,0,1,0.18181818181818182,0,0,0.0,0,0,0,0,0,0.1111111111111111,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,1
0,0,0.425,1,0.04489301019734967,0,1,1,0,0,0.18181818181818182,0,0,0.0,0,0,1,0,0,0.1111111111111111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
1,1,0.425,0,0.050748620223090936,0,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
0,0,0.35,0,0.015411575213749284,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0
1,1,0.325,0,0.015411575213749284,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0
1,1,0.2625,0,0.15085515328815924,0,0,1,0,1,0.18181818181818182,0,0,0.0,0,1,0,0,0,0.1111111111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0
1,1,0.4125,0,0.016891873428256675,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,104,0
1,1,0.4625,0,0.015468569817999833,1,1,1,0,0,0.2727272727272727,0,0,0.25,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0
1,1,0.35,0,0.015411575213749284,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
0,0,0.2625,0,0.014931805565640218,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
1,1,0.325,0,0.015175789316712771,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1
1,1,0.475,0,0.015411575213749284,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0
0,0,0.225,0,0.04713766070721715,1,1,1,1,0,0.18181818181818182,0,0,0.125,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1
1,1,0.5875,0,0.10149724044618187,0,0,0,0,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,0
0,0,0.18125,0,0.028212719478023115,1,1,1,1,0,0.18181818181818182,0,0,0.125,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0
1,1,0.275,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0
0,0,0.25,0,0.019177122834302632,1,1,1,1,0,0.18181818181818182,0,0,0.125,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,0
0,0,0.2125,0,0.028220722145058292,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
1,1,0.2625,0,0.015468569817999833,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,0
1,1,0.88125,0,0.015126992566498259,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0
1,1,0.3625,0,0.04098927018018883,0,1,1,0,0,0.18181818181818182,0,1,0.125,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
1,1,0.3,0,0.4831284260198326,0,0,1,0,1,0.18181818181818182,0,0,0.0,0,0,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,119,0
0,0,0.025,0,0.06104473451835265,1,1,0,1,0,0.6363636363636364,1,0,0.5,0,1,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
1,1,0.2625,0,0.1434624456306609,0,1,1,0,0,0.2727272727272727,0,0,0.25,0,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,0
1,1,0.325,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122,0
1,1,0.40625,0,0.058694292654020104,0,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0
0,0,0.40625,0,0.025374310111545468,0,0,0,1,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1
1,1,0.675,0,0.15085515328815924,0,0,1,0,1,0.18181818181818182,0,0,0.0,0,1,0,0,0,0.1111111111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
0,1,0.15,0,0.021942337075458514,1,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,0,1,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1
1,1,0.325,0,0.015126992566498259,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
1,1,0.3,0,0.01393967004027879,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,1
0,0,0.225,0,0.04364049521284361,1,0,1,1,0,0.2727272727272727,0,0,0.125,0,0,0,0,0,0.1111111111111111,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129,1
1,1,0.5625,0,0.013614293309848433,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0
